A boy helped the ball on a table .	* ball ( x _ 4 ) ; boy ( x _ 1 ) AND help . agent ( x _ 2 , x _ 1 ) AND help . theme ( x _ 2 , x _ 4 ) AND ball . nmod . on ( x _ 4 , x _ 7 ) AND table ( x _ 7 )	in_distribution
The doll was appreciated .	* doll ( x _ 1 ) ; appreciate . theme ( x _ 3 , x _ 1 )	in_distribution
Olivia burned Benjamin .	burn . agent ( x _ 1 , Olivia ) AND burn . theme ( x _ 1 , Benjamin )	in_distribution
The cake was given to Sebastian .	* cake ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Sebastian )	in_distribution
A lamb helped Emma .	lamb ( x _ 1 ) AND help . agent ( x _ 2 , x _ 1 ) AND help . theme ( x _ 2 , Emma )	in_distribution
The pen was helped .	* pen ( x _ 1 ) ; help . theme ( x _ 3 , x _ 1 )	in_distribution
A girl sold Sophia a cake beside the bed .	* bed ( x _ 8 ) ; girl ( x _ 1 ) AND sell . agent ( x _ 2 , x _ 1 ) AND sell . recipient ( x _ 2 , Sophia ) AND sell . theme ( x _ 2 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod . beside ( x _ 5 , x _ 8 )	in_distribution
The cake was given to a penguin by a boy .	* cake ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , x _ 6 ) AND give . agent ( x _ 3 , x _ 9 ) AND penguin ( x _ 6 ) AND boy ( x _ 9 )	in_distribution
The girl helped the banana .	* girl ( x _ 1 ) ; * banana ( x _ 4 ) ; help . agent ( x _ 2 , x _ 1 ) AND help . theme ( x _ 2 , x _ 4 )	in_distribution
A cake was frozen by Mia .	cake ( x _ 1 ) AND freeze . theme ( x _ 3 , x _ 1 ) AND freeze . agent ( x _ 3 , Mia )	in_distribution
The ball rolled .	* ball ( x _ 1 ) ; roll . theme ( x _ 2 , x _ 1 )	in_distribution
A child ate a girl in the vehicle .	* vehicle ( x _ 7 ) ; child ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND girl ( x _ 4 ) AND girl . nmod . in ( x _ 4 , x _ 7 )	in_distribution
Carter was given the donut .	* donut ( x _ 4 ) ; give . recipient ( x _ 2 , Carter ) AND give . theme ( x _ 2 , x _ 4 )	in_distribution
A donut was offered to the turtle .	* turtle ( x _ 6 ) ; donut ( x _ 1 ) AND offer . theme ( x _ 3 , x _ 1 ) AND offer . recipient ( x _ 3 , x _ 6 )	in_distribution
The cake was sent to the girl by Harper .	* cake ( x _ 1 ) ; * girl ( x _ 6 ) ; send . theme ( x _ 3 , x _ 1 ) AND send . recipient ( x _ 3 , x _ 6 ) AND send . agent ( x _ 3 , Harper )	in_distribution
The girl rolled the writer .	* girl ( x _ 1 ) ; * writer ( x _ 4 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 )	in_distribution
Emma served the pumpkin beside the genius to a girl .	* pumpkin ( x _ 3 ) ; * genius ( x _ 6 ) ; serve . agent ( x _ 1 , Emma ) AND serve . theme ( x _ 1 , x _ 3 ) AND serve . recipient ( x _ 1 , x _ 9 ) AND pumpkin . nmod . beside ( x _ 3 , x _ 6 ) AND girl ( x _ 9 )	in_distribution
A pencil was broken by Liam .	pencil ( x _ 1 ) AND break . theme ( x _ 3 , x _ 1 ) AND break . agent ( x _ 3 , Liam )	in_distribution
The hamburger was thrown .	* hamburger ( x _ 1 ) ; throw . theme ( x _ 3 , x _ 1 )	in_distribution
The girl liked a sweetcorn .	* girl ( x _ 1 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND sweetcorn ( x _ 4 )	in_distribution
The cake was shortened by the cat .	* cake ( x _ 1 ) ; * cat ( x _ 6 ) ; shorten . theme ( x _ 3 , x _ 1 ) AND shorten . agent ( x _ 3 , x _ 6 )	in_distribution
Olivia liked the donut .	* donut ( x _ 3 ) ; like . agent ( x _ 1 , Olivia ) AND like . theme ( x _ 1 , x _ 3 )	in_distribution
William lent Emma a donut on a sheet .	lend . agent ( x _ 1 , William ) AND lend . recipient ( x _ 1 , Emma ) AND lend . theme ( x _ 1 , x _ 4 ) AND donut ( x _ 4 ) AND donut . nmod . on ( x _ 4 , x _ 7 ) AND sheet ( x _ 7 )	in_distribution
The bird lent the pickle to a girl .	* bird ( x _ 1 ) ; * pickle ( x _ 4 ) ; lend . agent ( x _ 2 , x _ 1 ) AND lend . theme ( x _ 2 , x _ 4 ) AND lend . recipient ( x _ 2 , x _ 7 ) AND girl ( x _ 7 )	in_distribution
Sophia broke the cake .	* cake ( x _ 3 ) ; break . agent ( x _ 1 , Sophia ) AND break . theme ( x _ 1 , x _ 3 )	in_distribution
A mouse was given the block .	* block ( x _ 5 ) ; mouse ( x _ 1 ) AND give . recipient ( x _ 3 , x _ 1 ) AND give . theme ( x _ 3 , x _ 5 )	in_distribution
A girl burned a doll in a room .	girl ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 ) AND doll ( x _ 4 ) AND doll . nmod . in ( x _ 4 , x _ 7 ) AND room ( x _ 7 )	in_distribution
Ava loved a raisin in the house .	* house ( x _ 6 ) ; love . agent ( x _ 1 , Ava ) AND love . theme ( x _ 1 , x _ 3 ) AND raisin ( x _ 3 ) AND raisin . nmod . in ( x _ 3 , x _ 6 )	in_distribution
A girl was sent a box by a poet .	girl ( x _ 1 ) AND send . recipient ( x _ 3 , x _ 1 ) AND send . theme ( x _ 3 , x _ 5 ) AND send . agent ( x _ 3 , x _ 8 ) AND box ( x _ 5 ) AND poet ( x _ 8 )	in_distribution
A muffin was fed to the monkey by Elizabeth .	* monkey ( x _ 6 ) ; muffin ( x _ 1 ) AND feed . theme ( x _ 3 , x _ 1 ) AND feed . recipient ( x _ 3 , x _ 6 ) AND feed . agent ( x _ 3 , Elizabeth )	in_distribution
Mateo respected Emma .	respect . agent ( x _ 1 , Mateo ) AND respect . theme ( x _ 1 , Emma )	in_distribution
Christopher ate a cake beside the bed .	* bed ( x _ 6 ) ; eat . agent ( x _ 1 , Christopher ) AND eat . theme ( x _ 1 , x _ 3 ) AND cake ( x _ 3 ) AND cake . nmod . beside ( x _ 3 , x _ 6 )	in_distribution
The girl ate Lincoln .	* girl ( x _ 1 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , Lincoln )	in_distribution
The strawberry was floated .	* strawberry ( x _ 1 ) ; float . theme ( x _ 3 , x _ 1 )	in_distribution
The tiger improved .	* tiger ( x _ 1 ) ; improve . theme ( x _ 2 , x _ 1 )	in_distribution
A cake was worshipped by Olivia .	cake ( x _ 1 ) AND worship . theme ( x _ 3 , x _ 1 ) AND worship . agent ( x _ 3 , Olivia )	in_distribution
Emily proved that a donut was noticed by the child .	* child ( x _ 9 ) ; prove . agent ( x _ 1 , Emily ) AND prove . ccomp ( x _ 1 , x _ 6 ) AND donut ( x _ 4 ) AND notice . theme ( x _ 6 , x _ 4 ) AND notice . agent ( x _ 6 , x _ 9 )	in_distribution
The girl posted Emma the rose .	* girl ( x _ 1 ) ; * rose ( x _ 5 ) ; post . agent ( x _ 2 , x _ 1 ) AND post . recipient ( x _ 2 , Emma ) AND post . theme ( x _ 2 , x _ 5 )	in_distribution
The producer was awarded a cake on a leaflet .	* producer ( x _ 1 ) ; award . recipient ( x _ 3 , x _ 1 ) AND award . theme ( x _ 3 , x _ 5 ) AND cake ( x _ 5 ) AND cake . nmod . on ( x _ 5 , x _ 8 ) AND leaflet ( x _ 8 )	in_distribution
Emma liked a drink in a room .	like . agent ( x _ 1 , Emma ) AND like . theme ( x _ 1 , x _ 3 ) AND drink ( x _ 3 ) AND drink . nmod . in ( x _ 3 , x _ 6 ) AND room ( x _ 6 )	in_distribution
A cake was painted by the frog .	* frog ( x _ 6 ) ; cake ( x _ 1 ) AND paint . theme ( x _ 3 , x _ 1 ) AND paint . agent ( x _ 3 , x _ 6 )	in_distribution
The donut was awarded to Carter .	* donut ( x _ 1 ) ; award . theme ( x _ 3 , x _ 1 ) AND award . recipient ( x _ 3 , Carter )	in_distribution
Emily hoped that the box froze .	* box ( x _ 4 ) ; hope . agent ( x _ 1 , Emily ) AND hope . ccomp ( x _ 1 , x _ 5 ) AND freeze . theme ( x _ 5 , x _ 4 )	in_distribution
A child hunted .	child ( x _ 1 ) AND hunt . agent ( x _ 2 , x _ 1 )	in_distribution
The cake was given to Harper by a girl .	* cake ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , Harper ) AND give . agent ( x _ 3 , x _ 8 ) AND girl ( x _ 8 )	in_distribution
The cookie was liked by a scientist .	* cookie ( x _ 1 ) ; like . theme ( x _ 3 , x _ 1 ) AND like . agent ( x _ 3 , x _ 6 ) AND scientist ( x _ 6 )	in_distribution
Liam packed Wyatt .	pack . agent ( x _ 1 , Liam ) AND pack . theme ( x _ 1 , Wyatt )	in_distribution
The cake was nursed by Elijah .	* cake ( x _ 1 ) ; nurse . theme ( x _ 3 , x _ 1 ) AND nurse . agent ( x _ 3 , Elijah )	in_distribution
Noah needed to run .	need . agent ( x _ 1 , Noah ) AND need . xcomp ( x _ 1 , x _ 3 ) AND run . agent ( x _ 3 , Noah )	in_distribution
A glue was burned by Ava .	glue ( x _ 1 ) AND burn . theme ( x _ 3 , x _ 1 ) AND burn . agent ( x _ 3 , Ava )	in_distribution
A dog rolled the cookie in the tin beside the table .	* cookie ( x _ 4 ) ; * tin ( x _ 7 ) ; * table ( x _ 10 ) ; dog ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND cookie . nmod . in ( x _ 4 , x _ 7 ) AND tin . nmod . beside ( x _ 7 , x _ 10 )	in_distribution
The cake was shortened by a girl .	* cake ( x _ 1 ) ; shorten . theme ( x _ 3 , x _ 1 ) AND shorten . agent ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )	in_distribution
The cat ate the hammer beside a poster .	* cat ( x _ 1 ) ; * hammer ( x _ 4 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND hammer . nmod . beside ( x _ 4 , x _ 7 ) AND poster ( x _ 7 )	in_distribution
A girl helped the cake on the rack .	* cake ( x _ 4 ) ; * rack ( x _ 7 ) ; girl ( x _ 1 ) AND help . agent ( x _ 2 , x _ 1 ) AND help . theme ( x _ 2 , x _ 4 ) AND cake . nmod . on ( x _ 4 , x _ 7 )	in_distribution
The sandwich was reddened by Isabella .	* sandwich ( x _ 1 ) ; redden . theme ( x _ 3 , x _ 1 ) AND redden . agent ( x _ 3 , Isabella )	in_distribution
The penguin ate James .	* penguin ( x _ 1 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , James )	in_distribution
Joseph hoped that the cake was frozen by a girl .	* cake ( x _ 4 ) ; hope . agent ( x _ 1 , Joseph ) AND hope . ccomp ( x _ 1 , x _ 6 ) AND freeze . theme ( x _ 6 , x _ 4 ) AND freeze . agent ( x _ 6 , x _ 9 ) AND girl ( x _ 9 )	in_distribution
William gave the boy a melon .	* boy ( x _ 3 ) ; give . agent ( x _ 1 , William ) AND give . recipient ( x _ 1 , x _ 3 ) AND give . theme ( x _ 1 , x _ 5 ) AND melon ( x _ 5 )	in_distribution
A dealer proved that the bunny held the cake .	* bunny ( x _ 5 ) ; * cake ( x _ 8 ) ; dealer ( x _ 1 ) AND prove . agent ( x _ 2 , x _ 1 ) AND prove . ccomp ( x _ 2 , x _ 6 ) AND hold . agent ( x _ 6 , x _ 5 ) AND hold . theme ( x _ 6 , x _ 8 )	in_distribution
The donut was poked by the boy .	* donut ( x _ 1 ) ; * boy ( x _ 6 ) ; poke . theme ( x _ 3 , x _ 1 ) AND poke . agent ( x _ 3 , x _ 6 )	in_distribution
The button was burned by Noah .	* button ( x _ 1 ) ; burn . theme ( x _ 3 , x _ 1 ) AND burn . agent ( x _ 3 , Noah )	in_distribution
Emma gave a landlord the box in a house .	* box ( x _ 5 ) ; give . agent ( x _ 1 , Emma ) AND give . recipient ( x _ 1 , x _ 3 ) AND give . theme ( x _ 1 , x _ 5 ) AND landlord ( x _ 3 ) AND box . nmod . in ( x _ 5 , x _ 8 ) AND house ( x _ 8 )	in_distribution
A girl liked Joshua .	girl ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , Joshua )	in_distribution
The coach valued Emma .	* coach ( x _ 1 ) ; value . agent ( x _ 2 , x _ 1 ) AND value . theme ( x _ 2 , Emma )	in_distribution
The girl sent the donut to the bird .	* girl ( x _ 1 ) ; * donut ( x _ 4 ) ; * bird ( x _ 7 ) ; send . agent ( x _ 2 , x _ 1 ) AND send . theme ( x _ 2 , x _ 4 ) AND send . recipient ( x _ 2 , x _ 7 )	in_distribution
Mateo stabbed Emma .	stab . agent ( x _ 1 , Mateo ) AND stab . theme ( x _ 1 , Emma )	in_distribution
A cake was slid by Elijah .	cake ( x _ 1 ) AND slide . theme ( x _ 3 , x _ 1 ) AND slide . agent ( x _ 3 , Elijah )	in_distribution
Benjamin hoped that the rose was seen .	* rose ( x _ 4 ) ; hope . agent ( x _ 1 , Benjamin ) AND hope . ccomp ( x _ 1 , x _ 6 ) AND see . theme ( x _ 6 , x _ 4 )	in_distribution
A boy doubled the banana in a drawer .	* banana ( x _ 4 ) ; boy ( x _ 1 ) AND double . agent ( x _ 2 , x _ 1 ) AND double . theme ( x _ 2 , x _ 4 ) AND banana . nmod . in ( x _ 4 , x _ 7 ) AND drawer ( x _ 7 )	in_distribution
A baby liked the strawberry beside the tree .	* strawberry ( x _ 4 ) ; * tree ( x _ 7 ) ; baby ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND strawberry . nmod . beside ( x _ 4 , x _ 7 )	in_distribution
A tenant was lent the melon in a vessel by a cat .	* melon ( x _ 5 ) ; tenant ( x _ 1 ) AND lend . recipient ( x _ 3 , x _ 1 ) AND lend . theme ( x _ 3 , x _ 5 ) AND lend . agent ( x _ 3 , x _ 11 ) AND melon . nmod . in ( x _ 5 , x _ 8 ) AND vessel ( x _ 8 ) AND cat ( x _ 11 )	in_distribution
The girl liked that a chicken grew the molecule on the rock .	* girl ( x _ 1 ) ; * molecule ( x _ 8 ) ; * rock ( x _ 11 ) ; like . agent ( x _ 2 , x _ 1 ) AND like . ccomp ( x _ 2 , x _ 6 ) AND chicken ( x _ 5 ) AND grow . agent ( x _ 6 , x _ 5 ) AND grow . theme ( x _ 6 , x _ 8 ) AND molecule . nmod . on ( x _ 8 , x _ 11 )	in_distribution
William enjoyed to paint .	enjoy . agent ( x _ 1 , William ) AND enjoy . xcomp ( x _ 1 , x _ 3 ) AND paint . agent ( x _ 3 , William )	in_distribution
The raisin was lent to Grayson by the girl .	* raisin ( x _ 1 ) ; * girl ( x _ 8 ) ; lend . theme ( x _ 3 , x _ 1 ) AND lend . recipient ( x _ 3 , Grayson ) AND lend . agent ( x _ 3 , x _ 8 )	in_distribution
The raisin was given to a girl .	* raisin ( x _ 1 ) ; give . theme ( x _ 3 , x _ 1 ) AND give . recipient ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )	in_distribution
David gave Emma the donut in a house .	* donut ( x _ 4 ) ; give . agent ( x _ 1 , David ) AND give . recipient ( x _ 1 , Emma ) AND give . theme ( x _ 1 , x _ 4 ) AND donut . nmod . in ( x _ 4 , x _ 7 ) AND house ( x _ 7 )	in_distribution
The boy gave the girl a cake beside the stage in the house .	* boy ( x _ 1 ) ; * girl ( x _ 4 ) ; * stage ( x _ 9 ) ; * house ( x _ 12 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , x _ 4 ) AND give . theme ( x _ 2 , x _ 6 ) AND cake ( x _ 6 ) AND cake . nmod . beside ( x _ 6 , x _ 9 ) AND stage . nmod . in ( x _ 9 , x _ 12 )	in_distribution
A cat brought Emma the cookie .	* cookie ( x _ 5 ) ; cat ( x _ 1 ) AND bring . agent ( x _ 2 , x _ 1 ) AND bring . recipient ( x _ 2 , Emma ) AND bring . theme ( x _ 2 , x _ 5 )	in_distribution
A boy preferred to run .	boy ( x _ 1 ) AND prefer . agent ( x _ 2 , x _ 1 ) AND prefer . xcomp ( x _ 2 , x _ 4 ) AND run . agent ( x _ 4 , x _ 1 )	in_distribution
A tiger burned the cake .	* cake ( x _ 4 ) ; tiger ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 )	in_distribution
A donut was snapped by Emma .	donut ( x _ 1 ) AND snap . theme ( x _ 3 , x _ 1 ) AND snap . agent ( x _ 3 , Emma )	in_distribution
Emma liked Olivia .	like . agent ( x _ 1 , Emma ) AND like . theme ( x _ 1 , Olivia )	in_distribution
A melon was loved .	melon ( x _ 1 ) AND love . theme ( x _ 3 , x _ 1 )	in_distribution
The drink was rented to a pig .	* drink ( x _ 1 ) ; rent . theme ( x _ 3 , x _ 1 ) AND rent . recipient ( x _ 3 , x _ 6 ) AND pig ( x _ 6 )	in_distribution
The drink was awarded to Daniel .	* drink ( x _ 1 ) ; award . theme ( x _ 3 , x _ 1 ) AND award . recipient ( x _ 3 , Daniel )	in_distribution
A cake was frozen by a child .	cake ( x _ 1 ) AND freeze . theme ( x _ 3 , x _ 1 ) AND freeze . agent ( x _ 3 , x _ 6 ) AND child ( x _ 6 )	in_distribution
Emma froze the cake on a box .	* cake ( x _ 3 ) ; freeze . agent ( x _ 1 , Emma ) AND freeze . theme ( x _ 1 , x _ 3 ) AND cake . nmod . on ( x _ 3 , x _ 6 ) AND box ( x _ 6 )	in_distribution
A cookie was observed .	cookie ( x _ 1 ) AND observe . theme ( x _ 3 , x _ 1 )	in_distribution
The cat was lent the biscuit in a box by Emma .	* cat ( x _ 1 ) ; * biscuit ( x _ 5 ) ; lend . recipient ( x _ 3 , x _ 1 ) AND lend . theme ( x _ 3 , x _ 5 ) AND lend . agent ( x _ 3 , Emma ) AND biscuit . nmod . in ( x _ 5 , x _ 8 ) AND box ( x _ 8 )	in_distribution
The cake was split by a girl .	* cake ( x _ 1 ) ; split . theme ( x _ 3 , x _ 1 ) AND split . agent ( x _ 3 , x _ 6 ) AND girl ( x _ 6 )	in_distribution
Olivia painted a girl in a dungeon .	paint . agent ( x _ 1 , Olivia ) AND paint . theme ( x _ 1 , x _ 3 ) AND girl ( x _ 3 ) AND girl . nmod . in ( x _ 3 , x _ 6 ) AND dungeon ( x _ 6 )	in_distribution
Olivia gave a girl the cake .	* cake ( x _ 5 ) ; give . agent ( x _ 1 , Olivia ) AND give . recipient ( x _ 1 , x _ 3 ) AND give . theme ( x _ 1 , x _ 5 ) AND girl ( x _ 3 )	in_distribution
The bat was drawn .	* bat ( x _ 1 ) ; draw . theme ( x _ 3 , x _ 1 )	in_distribution
